date,cluster,PM2.5,PM10,SO2,NO2,CO,O3
2014-04-15,1,48.0,67.0,8.0,57.0,800.0,2.0
2014-04-15,1,48.0,66.0,7.0,56.0,800.0,2.0
2014-04-15,1,48.0,66.0,7.0,56.0,800.0,2.0
2014-04-15,2,112.0,150.0,38.0,68.0,1700.0,31.0
2014-04-15,2,119.0,164.0,46.0,56.0,1800.0,59.0
2014-04-15,0,112.0,120.0,44.0,35.0,1200.0,97.0
2014-04-15,0,96.0,115.0,33.0,29.0,1000.0,114.0
2014-04-15,0,96.0,145.5,26.0,24.0,1000.0,113.0
2014-04-15,0,34.0,145.5,20.0,28.0,800.0,87.0
2014-04-15,0,34.0,176.0,17.0,18.0,800.0,78.0
2014-04-15,1,27.0,142.0,18.0,24.0,800.0,65.0
2014-04-15,1,21.0,119.0,13.0,28.0,700.0,61.0
2014-04-15,1,25.0,143.0,11.0,38.0,600.0,54.0
2014-04-15,1,32.0,156.0,14.0,57.0,1000.0,36.0
2014-04-15,1,39.0,147.0,14.0,52.0,900.0,33.0
2014-04-15,1,38.0,135.0,13.0,60.0,800.0,23.0
2014-04-15,1,31.0,136.0,13.0,63.0,700.0,13.0
2014-04-15,1,35.0,134.0,13.0,70.0,700.0,6.0
2014-04-16,1,28.0,104.0,12.0,60.0,700.0,17.0
2014-04-16,1,32.0,115.0,12.0,70.0,600.0,6.0
2014-04-16,1,33.0,111.0,10.0,72.0,600.0,2.0
2014-04-16,1,32.0,113.0,9.0,68.0,600.0,4.0
2014-04-16,1,30.0,98.0,9.0,69.0,700.0,2.0
2014-04-16,1,29.0,108.0,9.0,71.0,700.0,2.0
2014-04-16,1,37.0,122.0,11.0,71.0,800.0,2.0
2014-04-16,1,41.0,139.0,12.0,70.0,900.0,2.0
2014-04-16,1,43.0,139.0,17.0,70.0,700.0,7.0
2014-04-16,1,30.0,106.0,19.0,70.0,800.0,14.0
2014-04-16,1,34.0,112.0,23.0,64.0,900.0,33.0
2014-04-16,1,36.0,119.0,20.0,52.0,800.0,57.0
2014-04-16,1,36.0,109.0,20.0,44.0,700.0,73.0
2014-04-16,1,39.0,119.0,17.0,46.0,700.0,77.0
2014-04-16,1,41.0,114.0,15.0,46.0,700.0,86.0
2014-04-16,0,45.0,95.0,14.0,34.0,600.0,110.0
2014-04-16,0,34.0,96.0,13.0,30.0,600.0,112.0
2014-04-16,0,39.0,93.0,14.0,26.0,600.0,124.0
2014-04-16,0,47.0,117.0,15.0,45.0,700.0,105.0
2014-04-16,0,56.0,115.0,16.0,51.0,900.0,94.0
2014-04-16,1,63.0,139.0,17.0,68.0,1100.0,59.0
2014-04-16,2,68.0,145.0,15.0,90.0,1300.0,26.0
2014-04-16,2,70.0,137.0,15.0,115.0,1500.0,3.0
2014-04-16,2,72.0,152.0,17.0,112.0,1500.0,2.0
2014-04-17,2,84.0,150.0,23.0,107.0,1500.0,4.0
2014-04-17,2,87.0,166.0,29.0,113.0,1600.0,2.0
2014-04-17,2,89.0,157.0,33.0,113.0,1700.0,2.0
2014-04-17,2,82.0,135.0,35.0,109.0,1700.0,2.0
2014-04-17,2,86.0,160.0,33.0,90.0,1800.0,2.0
2014-04-17,2,102.0,201.0,12.0,71.0,1500.0,2.0
2014-04-17,1,77.0,116.0,4.0,80.0,1300.0,2.0
2014-04-17,1,80.0,102.0,3.0,76.0,1400.0,2.0
2014-04-17,1,75.0,95.0,3.0,77.0,1600.0,2.0
2014-04-17,2,83.0,109.0,4.0,91.0,1600.0,2.0
2014-04-17,2,105.0,124.0,6.0,91.0,1800.0,5.0
2014-04-17,2,105.0,95.0,13.0,70.0,1600.0,38.0
2014-04-17,1,81.0,68.0,19.0,52.0,1300.0,71.0
2014-04-17,0,90.0,98.0,33.0,44.0,1600.0,83.0
2014-04-17,0,80.0,93.0,41.0,38.0,1500.0,102.0
2014-04-17,0,82.0,93.0,40.0,37.0,1400.0,114.0
2014-04-17,0,88.0,105.0,34.0,39.0,1400.0,120.0
2014-04-17,0,111.0,118.0,28.0,56.0,1400.0,107.0
2014-04-17,0,96.0,112.0,26.0,59.0,1400.0,104.0
2014-04-17,0,98.0,112.0,22.0,51.0,1300.0,104.0
2014-04-17,0,105.0,118.0,16.0,49.0,1300.0,89.0
2014-04-17,0,106.0,115.0,11.0,55.0,1500.0,62.0
2014-04-17,1,107.0,118.0,10.0,56.0,1400.0,50.0
2014-04-17,2,118.0,130.0,15.0,80.0,1600.0,31.0
2014-04-18,2,124.0,146.0,21.0,99.0,2300.0,5.0
2014-04-18,2,124.0,141.0,20.0,91.0,2300.0,2.0
2014-04-18,2,121.0,148.0,17.0,83.0,2200.0,2.0
2014-04-18,2,126.0,146.0,16.0,79.0,1900.0,2.0
2014-04-18,2,122.0,141.0,15.0,74.0,1900.0,2.0
2014-04-18,2,125.0,137.0,12.0,71.0,1900.0,2.0
2014-04-18,2,124.0,146.0,9.0,68.0,2100.0,2.0
2014-04-18,2,144.0,154.0,8.0,64.0,2100.0,2.0
2014-04-18,2,148.0,161.0,13.0,72.0,1900.0,2.0
2014-04-18,2,159.0,174.0,18.0,82.0,1700.0,4.0
2014-04-18,2,143.0,177.0,25.0,78.0,1800.0,24.0
2014-04-18,2,155.0,190.0,32.0,66.0,1700.0,59.0
2014-04-18,2,183.0,156.0,28.0,57.0,1500.0,91.0
2014-04-18,2,183.0,156.0,28.0,57.0,1500.0,91.0
2014-04-18,0,191.0,161.0,20.0,56.0,1600.0,117.0
2014-04-18,0,162.0,140.0,19.0,28.0,1500.0,159.0
2014-04-18,0,133.0,144.0,14.0,29.0,1400.0,155.0
2014-04-18,0,169.0,144.0,11.0,27.0,1400.0,153.0
2014-04-18,0,161.0,144.0,16.0,44.0,1700.0,118.0
2014-04-18,2,122.0,136.0,28.0,74.0,1700.0,68.0
2014-04-18,0,78.0,113.0,25.0,53.0,1200.0,85.0
2014-04-18,0,76.0,100.0,23.0,48.0,1200.0,86.0
2014-04-18,0,65.0,87.0,22.0,40.0,1000.0,97.0
2014-04-18,0,64.0,86.0,22.0,40.0,1000.0,96.0
2014-04-19,0,69.0,105.0,20.0,47.0,900.0,78.0
2014-04-19,1,70.0,104.0,20.0,59.0,1000.0,55.0
2014-04-19,1,75.0,104.0,21.0,81.0,1000.0,33.0
2014-04-19,2,73.0,108.0,21.0,106.0,1000.0,10.0
2014-04-19,1,63.0,88.0,20.0,72.0,900.0,25.0
2014-04-19,1,66.0,99.0,17.0,69.0,900.0,9.0
2014-04-19,2,68.0,135.0,18.0,100.0,1100.0,2.0
2014-04-19,2,71.0,125.0,19.0,97.0,900.0,2.0
2014-04-19,2,74.0,111.0,21.0,93.0,900.0,7.0
2014-04-19,2,73.0,102.0,32.0,87.0,1300.0,21.0
2014-04-19,2,62.0,96.0,40.0,65.0,1300.0,50.0
2014-04-19,1,46.0,69.0,33.0,40.0,1000.0,79.0
2014-04-19,1,46.0,66.0,22.0,37.0,800.0,78.0
2014-04-19,1,46.0,66.0,22.0,37.0,800.0,78.0
2014-04-19,1,31.0,39.0,9.0,29.0,700.0,85.0
2014-04-19,1,28.0,39.0,10.0,32.0,700.0,84.0
2014-04-19,1,54.0,58.0,13.0,39.0,800.0,81.0
2014-04-19,1,56.0,62.0,15.0,36.0,700.0,85.0
2014-04-19,1,28.0,36.0,11.0,22.0,500.0,103.0
2014-04-19,1,59.0,69.0,8.0,37.0,700.0,83.0
2014-04-19,1,63.0,72.0,6.0,49.0,700.0,60.0
2014-04-19,1,65.0,86.0,4.0,64.0,800.0,36.0
2014-04-19,1,74.0,89.0,5.0,81.0,800.0,17.0
2014-04-19,1,76.0,90.0,4.0,84.0,900.0,9.0
2014-04-20,1,89.0,102.0,4.0,89.0,1000.0,3.0
2014-04-20,1,86.0,93.0,5.0,81.0,900.0,4.0
2014-04-20,1,69.0,87.0,5.0,78.0,900.0,2.0
2014-04-20,1,87.0,94.0,6.0,89.0,1000.0,2.0
2014-04-20,2,103.0,143.0,7.0,99.0,1200.0,2.0
2014-04-20,2,92.0,137.0,5.0,93.0,1200.0,2.0
2014-04-20,1,87.0,107.0,5.0,91.0,1100.0,2.0
2014-04-20,2,97.0,116.0,7.0,85.0,1200.0,3.0
2014-04-20,1,75.0,76.0,11.0,45.0,800.0,31.0
2014-04-20,1,77.0,82.0,20.0,46.0,800.0,38.0
2014-04-20,1,43.0,64.0,25.0,32.0,1000.0,50.0
2014-04-20,1,39.0,42.0,21.0,39.0,700.0,48.0
2014-04-20,1,19.0,29.0,13.0,30.0,1000.0,61.0
2014-04-20,1,4.0,9.0,6.0,14.0,400.0,81.0
2014-04-20,1,25.0,32.0,6.0,19.0,400.0,93.0
2014-04-20,1,25.0,32.0,6.0,19.0,400.0,93.0
2014-04-20,0,53.0,28.0,9.0,17.0,400.0,141.0
2014-04-20,0,51.0,59.0,8.0,21.0,500.0,145.0
2014-04-20,0,51.0,67.0,9.0,30.0,500.0,122.0
2014-04-20,0,58.0,83.0,9.0,40.0,600.0,106.0
2014-04-20,1,62.0,103.0,9.0,52.0,700.0,83.0
2014-04-20,1,62.0,103.0,9.0,52.0,700.0,83.0
2014-04-20,1,60.0,91.0,9.0,43.0,600.0,76.0
2014-04-20,1,62.0,94.0,7.0,46.0,700.0,64.0
2014-04-21,1,62.0,94.0,7.0,46.0,700.0,64.0
2014-04-21,1,72.0,97.0,5.0,78.0,1000.0,22.0
2014-04-21,1,74.0,108.0,4.0,101.0,900.0,2.0
2014-04-21,1,71.0,96.0,6.0,96.0,1000.0,2.0
2014-04-21,1,71.0,96.0,6.0,96.0,1000.0,2.0
2014-04-21,1,71.0,96.0,6.0,96.0,1000.0,2.0
2014-04-21,1,71.0,96.0,6.0,96.0,1000.0,2.0
2014-04-21,1,64.0,89.0,6.0,77.0,800.0,2.0
2014-04-21,1,66.0,115.0,8.0,77.0,900.0,2.0
2014-04-21,1,48.0,92.0,27.0,79.0,1000.0,13.0
2014-04-21,1,34.0,91.0,22.0,59.0,700.0,39.0
2014-04-21,1,22.0,43.0,8.0,25.0,400.0,78.0
2014-04-21,1,16.0,36.0,4.0,3.0,300.0,105.0
2014-04-21,1,18.0,47.0,6.0,6.0,300.0,106.0
2014-04-21,1,18.0,31.0,8.0,5.0,300.0,106.0
2014-04-21,1,25.0,5.0,7.0,15.0,400.0,110.0
2014-04-21,0,31.0,47.0,6.0,21.0,400.0,124.0
2014-04-21,0,32.0,56.0,6.0,16.0,400.0,124.0
2014-04-21,0,30.0,57.0,6.0,18.0,400.0,120.0
2014-04-21,1,31.0,53.0,6.0,27.0,400.0,104.0
2014-04-21,1,36.0,92.0,7.0,42.0,500.0,88.0
2014-04-21,1,53.0,117.0,8.0,78.0,700.0,41.0
2014-04-21,1,61.0,110.0,8.0,85.0,700.0,35.0
2014-04-21,1,66.0,105.0,8.0,85.0,800.0,31.0
2014-04-22,1,86.0,149.0,12.0,67.0,800.0,49.0
2014-04-22,1,101.0,154.0,9.0,56.0,900.0,42.0
2014-04-22,2,112.0,149.0,7.0,66.0,1000.0,20.0
2014-04-22,2,114.0,144.0,5.0,73.0,1100.0,4.0
2014-04-22,2,112.0,136.0,5.0,79.0,1200.0,2.0
2014-04-22,2,106.0,123.0,5.0,79.0,1200.0,2.0
2014-04-22,1,53.0,25.0,7.0,84.0,700.0,2.0
2014-04-22,1,42.0,80.0,8.0,65.0,600.0,12.0
2014-04-22,1,41.0,82.0,13.0,73.0,700.0,19.0
2014-04-22,1,39.0,89.0,10.0,74.0,700.0,25.0
2014-04-22,1,34.0,81.0,7.0,61.0,600.0,44.0
2014-04-22,1,34.0,90.0,27.0,54.0,600.0,68.0
2014-04-22,1,52.0,97.0,12.0,61.0,700.0,90.0
2014-04-22,0,71.0,153.0,11.0,53.0,600.0,122.0
2014-04-22,0,52.0,65.0,9.0,17.0,500.0,147.0
2014-04-22,0,49.0,55.0,8.0,8.0,500.0,156.0
2014-04-22,0,49.0,55.0,8.0,8.0,500.0,156.0
2014-04-22,0,63.0,104.0,14.0,12.0,600.0,160.0
2014-04-22,0,56.0,118.0,17.0,18.0,600.0,146.0
2014-04-22,0,63.0,134.0,24.0,31.0,700.0,126.0
2014-04-22,0,71.0,126.0,27.0,40.0,800.0,110.0
2014-04-22,0,78.0,136.0,25.0,52.0,900.0,87.0
2014-04-22,1,62.0,100.0,19.0,70.0,800.0,58.0
2014-04-22,1,59.0,135.0,19.0,62.0,900.0,64.0
2014-04-23,0,78.0,147.0,21.0,58.0,1000.0,61.0
2014-04-23,0,74.0,127.0,20.0,42.0,1000.0,67.0
2014-04-23,0,79.0,128.0,14.0,35.0,900.0,66.0
2014-04-23,1,89.0,125.0,13.0,37.0,900.0,58.0
2014-04-23,1,91.0,118.0,11.0,32.0,900.0,48.0
2014-04-23,1,95.0,115.0,13.0,27.0,900.0,43.0
2014-04-23,1,106.0,121.0,12.0,38.0,900.0,40.0
2014-04-23,1,118.0,152.0,11.0,54.0,1000.0,22.0
2014-04-23,2,135.0,158.0,16.0,46.0,1000.0,31.0
2014-04-23,0,144.0,165.0,24.0,30.0,1000.0,52.0
2014-04-23,2,156.0,182.0,27.0,35.0,1000.0,59.0
2014-04-23,2,165.0,195.0,34.0,33.0,1100.0,80.0
2014-04-23,2,181.0,207.0,41.0,33.0,1200.0,103.0
2014-04-23,0,189.0,198.0,36.0,27.0,1300.0,112.0
2014-04-23,0,168.0,176.0,39.0,23.0,1400.0,136.0
2014-04-23,0,157.0,160.0,41.0,24.0,1200.0,158.0
2014-04-23,0,152.0,161.0,39.0,26.0,1300.0,166.0
2014-04-23,0,148.0,180.0,47.0,27.0,1300.0,159.0
2014-04-23,0,148.0,180.0,47.0,27.0,1300.0,159.0
2014-04-23,0,100.0,147.0,20.0,26.0,900.0,140.0
2014-04-23,0,100.0,147.0,20.0,26.0,900.0,140.0
2014-04-23,0,83.0,93.0,14.0,27.0,900.0,122.0
2014-04-23,0,67.0,141.0,10.0,34.0,800.0,110.0
2014-04-23,0,68.0,122.0,9.0,29.0,800.0,114.0
2014-04-24,0,73.0,112.0,9.0,33.0,800.0,104.0
2014-04-24,0,85.0,119.0,8.0,37.0,900.0,86.0
2014-04-24,0,80.0,122.0,7.0,33.0,800.0,84.0
2014-04-24,0,85.0,104.0,7.0,38.0,800.0,78.0
2014-04-24,0,84.0,91.0,8.0,26.0,800.0,94.0
2014-04-24,0,88.0,95.0,8.0,30.0,800.0,82.0
2014-04-24,0,95.0,98.0,11.0,35.0,900.0,77.0
2014-04-24,1,103.0,124.0,10.0,42.0,900.0,61.0
2014-04-24,0,107.0,141.0,13.0,48.0,1000.0,56.0
2014-04-24,2,112.0,144.0,16.0,56.0,1100.0,46.0
2014-04-24,0,110.0,136.0,22.0,45.0,1000.0,64.0
2014-04-24,0,113.0,135.0,24.0,40.0,1000.0,66.0
2014-04-24,0,121.0,152.0,31.0,37.0,1100.0,68.0
2014-04-24,0,129.0,154.0,36.0,40.0,1000.0,84.0
2014-04-24,0,134.0,158.0,38.0,33.0,1100.0,107.0
2014-04-24,0,144.0,168.0,39.0,22.0,1200.0,133.0
2014-04-24,0,147.0,170.0,43.0,20.0,1300.0,160.0
2014-04-24,0,139.0,154.0,37.0,16.0,1200.0,171.0
2014-04-24,0,125.0,134.0,28.0,23.0,1100.0,165.0
2014-04-24,0,120.0,146.0,23.0,29.0,1100.0,166.0
2014-04-24,0,119.0,136.0,20.0,32.0,1100.0,158.0
2014-04-24,0,118.0,154.0,14.0,41.0,1200.0,131.0
2014-04-24,0,128.0,161.0,9.0,60.0,1300.0,88.0
2014-04-24,2,131.0,146.0,6.0,66.0,1500.0,60.0
2014-04-25,2,141.0,152.0,5.0,113.0,1800.0,16.0
2014-04-25,2,146.0,160.0,7.0,112.0,1700.0,16.0
2014-04-25,2,129.0,138.0,12.0,85.0,1200.0,39.0
2014-04-25,2,118.0,133.0,18.0,71.0,1200.0,44.0
2014-04-25,2,117.0,133.0,16.0,68.0,1200.0,41.0
2014-04-25,2,125.0,142.0,13.0,68.0,1400.0,16.0
2014-04-25,2,140.0,165.0,14.0,87.0,1600.0,2.0
2014-04-25,2,145.0,171.0,12.0,112.0,1900.0,2.0
2014-04-25,2,146.0,207.0,14.0,100.0,2000.0,3.0
2014-04-25,2,167.0,208.0,36.0,107.0,2000.0,14.0
2014-04-25,2,180.0,226.0,49.0,114.0,1900.0,29.0
2014-04-25,2,182.0,236.0,53.0,127.0,1800.0,50.0
2014-04-25,2,118.0,293.0,50.0,134.0,1800.0,67.0
2014-04-25,2,118.0,209.0,50.0,112.0,1600.0,121.0
2014-04-25,0,133.0,135.0,47.0,56.0,1200.0,195.0
2014-04-25,0,100.0,110.0,38.0,28.0,900.0,209.0
2014-04-25,0,72.0,76.0,27.0,22.0,700.0,206.0
2014-04-25,0,80.0,95.0,25.0,25.0,700.0,201.0
2014-04-25,0,81.0,108.0,23.0,24.0,600.0,198.0
2014-04-25,0,87.0,202.0,14.0,36.0,500.0,118.0
2014-04-25,0,79.0,257.0,10.0,40.0,500.0,77.0
2014-04-25,0,84.0,281.0,6.0,33.0,400.0,75.0
2014-04-25,0,75.0,258.0,6.0,25.0,400.0,75.0
2014-04-25,0,71.0,235.0,2.0,24.0,300.0,69.0
2014-04-26,1,54.0,111.0,2.0,24.0,400.0,57.0
2014-04-26,1,30.0,40.0,2.0,18.0,400.0,55.0
2014-04-26,1,13.0,25.0,2.0,20.0,300.0,49.0
2014-04-26,1,23.0,12.0,2.0,20.0,300.0,47.0
2014-04-26,1,23.0,37.0,2.0,23.0,300.0,42.0
2014-04-26,1,18.0,35.0,2.0,13.0,200.0,61.0
2014-04-26,1,17.0,30.0,2.0,13.0,200.0,56.0
2014-04-26,1,16.0,24.0,2.0,20.0,300.0,46.0
2014-04-26,1,25.0,72.0,2.0,29.0,300.0,36.0
2014-04-26,1,27.0,68.0,2.0,38.0,300.0,32.0
2014-04-26,1,33.0,108.0,7.0,34.0,400.0,41.0
2014-04-26,1,37.0,122.0,5.0,21.0,200.0,61.0
2014-04-26,1,30.0,114.0,2.0,12.0,200.0,78.0
2014-04-26,1,21.0,107.0,3.0,12.0,200.0,83.0
2014-04-26,1,22.0,92.0,6.0,13.0,200.0,87.0
2014-04-26,1,27.0,119.0,5.0,14.0,200.0,89.0
2014-04-26,0,30.0,116.0,5.0,14.0,200.0,94.0
2014-04-26,0,36.0,154.0,6.0,21.0,200.0,95.0
2014-04-26,0,50.0,136.0,6.0,33.0,300.0,94.0
2014-04-26,0,63.0,135.0,4.0,32.0,300.0,84.0
2014-04-26,1,65.0,118.0,4.0,36.0,400.0,75.0
2014-04-26,1,51.0,130.0,3.0,50.0,500.0,53.0
2014-04-26,1,49.0,137.0,3.0,61.0,600.0,28.0
2014-04-26,1,48.0,113.0,3.0,59.0,600.0,26.0
2014-04-27,1,36.0,67.0,2.0,54.0,600.0,30.0
2014-04-27,1,48.0,74.0,2.0,61.0,600.0,16.0
2014-04-27,1,46.0,70.0,2.0,69.0,700.0,5.0
2014-04-27,1,46.0,60.0,2.0,63.0,800.0,5.0
2014-04-27,1,45.0,72.0,2.0,60.0,800.0,2.0
2014-04-27,1,51.0,124.0,2.0,59.0,800.0,2.0
2014-04-27,1,55.0,127.0,2.0,77.0,900.0,2.0
2014-04-27,1,54.0,96.0,2.0,60.0,800.0,4.0
2014-04-27,1,47.0,90.0,4.0,47.0,700.0,22.0
2014-04-27,1,42.0,73.0,10.0,45.0,600.0,35.0
2014-04-27,1,27.0,59.0,7.0,33.0,500.0,56.0
2014-04-27,1,26.0,45.0,3.0,25.0,400.0,71.0
2014-04-27,1,17.0,37.0,2.0,17.0,300.0,88.0
2014-04-27,1,23.0,42.0,2.0,15.0,300.0,104.0
2014-04-27,0,41.0,56.0,2.0,16.0,400.0,136.0
2014-04-27,0,48.0,77.0,2.0,17.0,400.0,148.0
2014-04-27,0,42.0,57.0,2.0,18.0,400.0,147.0
2014-04-27,0,46.0,108.0,6.0,27.0,500.0,128.0
2014-04-27,0,46.0,71.0,9.0,28.0,700.0,122.0
2014-04-27,0,51.0,93.0,11.0,36.0,800.0,108.0
2014-04-27,0,55.0,94.0,11.0,44.0,900.0,89.0
2014-04-27,2,94.0,187.0,15.0,73.0,1800.0,60.0
2014-04-27,2,115.0,168.0,19.0,70.0,1900.0,58.0
2014-04-27,2,95.0,138.0,14.0,63.0,1300.0,51.0
2014-04-28,1,71.0,101.0,10.0,59.0,900.0,38.0
2014-04-28,1,46.0,79.0,8.0,57.0,700.0,34.0
2014-04-28,1,40.0,74.0,7.0,71.0,700.0,17.0
2014-04-28,1,38.0,66.0,7.0,96.0,700.0,8.0
2014-04-28,1,35.0,67.0,5.0,99.0,800.0,2.0
2014-04-28,1,37.0,58.0,3.0,78.0,800.0,2.0
2014-04-28,1,35.0,69.0,2.0,72.0,700.0,4.0
2014-04-28,1,59.0,116.0,8.0,83.0,1100.0,3.0
2014-04-28,1,67.0,135.0,16.0,74.0,1100.0,16.0
2014-04-28,1,72.0,136.0,20.0,58.0,1100.0,41.0
2014-04-28,2,101.0,175.0,22.0,68.0,1300.0,54.0
2014-04-28,2,108.0,150.0,20.0,68.0,1200.0,80.0
2014-04-28,0,84.0,86.0,13.0,42.0,900.0,114.0
2014-04-28,0,44.0,48.0,7.0,20.0,500.0,120.0
2014-04-28,0,36.0,57.0,5.0,18.0,500.0,128.0
2014-04-28,0,44.0,85.0,5.0,20.0,500.0,138.0
2014-04-28,0,31.0,44.0,4.0,22.0,500.0,146.0
2014-04-28,0,51.0,103.0,5.0,29.0,500.0,154.0
2014-04-28,0,61.0,85.0,6.0,36.0,600.0,162.0
2014-04-28,0,68.0,125.0,6.0,41.0,700.0,143.0
2014-04-28,0,76.0,131.0,6.0,53.0,800.0,120.0
2014-04-28,0,79.0,144.0,6.0,68.0,800.0,97.0
2014-04-28,0,70.0,122.0,6.0,54.0,800.0,89.0
2014-04-28,1,63.0,92.0,7.0,55.0,700.0,82.0
2014-04-29,1,65.0,117.0,7.0,74.0,800.0,55.0
2014-04-29,2,75.0,138.0,7.0,103.0,800.0,21.0
2014-04-29,2,83.0,139.0,5.0,108.0,1000.0,3.0
2014-04-29,2,87.0,135.0,6.0,109.0,900.0,2.0
2014-04-29,2,93.0,137.0,5.0,85.0,1000.0,2.0
2014-04-29,1,84.0,118.0,6.0,74.0,1000.0,2.0
2014-04-29,1,76.0,116.0,8.0,95.0,1000.0,2.0
2014-04-29,2,82.0,161.0,12.0,90.0,1200.0,4.0
2014-04-29,2,84.0,145.0,22.0,78.0,1300.0,17.0
2014-04-29,2,95.0,158.0,34.0,84.0,1300.0,26.0
2014-04-29,2,96.0,170.0,37.0,91.0,1300.0,39.0
2014-04-29,2,100.0,198.0,36.0,95.0,1300.0,56.0
2014-04-29,2,105.0,139.0,31.0,81.0,1200.0,99.0
2014-04-29,0,106.0,161.0,24.0,68.0,1100.0,133.0
2014-04-29,0,86.0,111.0,15.0,40.0,800.0,164.0
2014-04-29,0,78.0,152.0,13.0,29.0,700.0,185.0
2014-04-29,0,82.0,113.0,13.0,28.0,700.0,199.0
2014-04-29,0,73.0,100.0,14.0,25.0,700.0,192.0
2014-04-29,0,83.0,124.0,20.0,34.0,900.0,179.0
2014-04-29,0,97.0,121.0,21.0,38.0,900.0,168.0
2014-04-29,0,91.0,161.0,25.0,50.0,1100.0,150.0
2014-04-29,0,101.0,166.0,33.0,55.0,1200.0,114.0
2014-04-29,2,94.0,154.0,33.0,64.0,1300.0,79.0
2014-04-29,2,102.0,163.0,29.0,68.0,1400.0,66.0
2014-04-30,2,102.0,155.0,25.0,68.0,1300.0,60.0
2014-04-30,2,95.0,145.0,24.0,76.0,1200.0,52.0
2014-04-30,0,92.0,126.0,31.0,56.0,1000.0,71.0
2014-04-30,1,94.0,129.0,24.0,59.0,900.0,59.0
2014-04-30,2,103.0,143.0,15.0,76.0,900.0,30.0
2014-04-30,2,101.0,135.0,11.0,80.0,1000.0,14.0
2014-04-30,2,103.0,133.0,8.0,85.0,1100.0,5.0
2014-04-30,2,114.0,172.0,11.0,86.0,1100.0,5.0
2014-04-30,2,122.0,182.0,29.0,103.0,1300.0,13.0
2014-04-30,2,134.0,209.0,34.0,113.0,1500.0,31.0
2014-04-30,2,157.0,236.0,32.0,121.0,1500.0,48.0
2014-04-30,2,149.0,207.0,38.0,88.0,1400.0,99.0
2014-04-30,0,122.0,180.0,41.0,34.0,1000.0,166.0
2014-04-30,0,101.0,170.0,34.0,21.0,900.0,196.0
2014-04-30,0,88.0,113.0,30.0,20.0,800.0,198.0
2014-04-30,0,81.0,122.0,26.0,20.0,800.0,200.0
2014-04-30,0,72.0,112.0,22.0,20.0,800.0,198.0
2014-04-30,0,78.0,109.0,20.0,21.0,800.0,201.0
2014-04-30,0,77.0,121.0,19.0,27.0,800.0,192.0
2014-04-30,0,84.0,142.0,18.0,35.0,900.0,176.0
2014-04-30,0,85.0,128.0,14.0,47.0,900.0,144.0
2014-04-30,0,78.0,149.0,13.0,52.0,800.0,126.0
2014-04-30,0,79.0,152.0,13.0,61.0,800.0,110.0
2014-04-30,0,87.0,163.0,14.0,60.0,900.0,98.0
2014-05-01,0,96.0,169.0,13.0,60.0,900.0,85.0
2014-05-01,0,102.0,166.0,12.0,58.0,900.0,83.0
2014-05-01,0,112.0,171.0,21.0,37.0,900.0,102.0
2014-05-01,0,116.0,163.0,17.0,34.0,800.0,96.0
2014-05-01,0,124.0,157.0,13.0,37.0,900.0,67.0
2014-05-01,0,131.0,161.0,10.0,30.0,900.0,56.0
2014-05-01,0,137.0,162.0,9.0,41.0,1000.0,55.0
2014-05-01,2,141.0,179.0,10.0,56.0,1100.0,40.0
2014-05-01,2,156.0,221.0,18.0,63.0,1200.0,41.0
2014-05-01,2,167.0,224.0,28.0,61.0,1200.0,56.0
2014-05-01,2,167.0,227.0,35.0,53.0,1200.0,87.0
2014-05-01,0,149.0,213.0,40.0,34.0,1100.0,133.0
2014-05-01,0,148.0,210.0,46.0,25.0,1100.0,162.0
2014-05-01,0,150.0,192.0,40.0,23.0,1200.0,175.0
2014-05-01,0,144.0,182.0,42.0,21.0,1200.0,194.0
2014-05-01,0,150.0,206.0,42.0,24.0,1300.0,197.0
2014-05-01,0,156.0,200.0,42.0,25.0,1300.0,200.0
2014-05-01,0,92.0,92.0,18.0,24.0,800.0,127.0
2014-05-01,0,64.0,215.0,2.0,31.0,700.0,62.0
2014-05-01,1,81.0,81.0,4.0,27.0,600.0,63.0
2014-05-01,0,50.0,154.0,2.0,16.0,500.0,74.0
2014-05-01,1,30.0,79.0,2.0,12.0,400.0,75.0
2014-05-01,1,33.0,33.0,2.0,13.0,400.0,71.0
2014-05-02,1,30.0,48.0,3.0,11.0,400.0,71.0
2014-05-02,1,21.0,29.0,4.0,10.0,400.0,71.0
2014-05-02,1,18.0,25.0,4.0,9.0,400.0,70.0
2014-05-02,1,24.0,26.0,3.0,8.0,400.0,72.0
2014-05-02,1,14.0,17.0,4.0,8.0,400.0,74.0
2014-05-02,1,9.0,27.0,2.0,8.0,200.0,101.0
2014-05-02,1,61.0,63.0,5.0,10.0,300.0,92.0
2014-05-02,1,27.0,50.0,3.0,12.0,300.0,86.0
2014-05-02,1,23.0,82.0,3.0,11.0,300.0,92.0
2014-05-02,1,22.0,71.0,3.0,11.0,300.0,98.0
2014-05-02,1,16.0,43.0,2.0,10.0,300.0,103.0
2014-05-02,1,15.0,16.0,2.0,9.0,300.0,106.0
2014-05-02,1,19.0,19.0,3.0,16.0,300.0,103.0
2014-05-02,1,13.0,62.0,2.0,12.0,300.0,102.0
2014-05-02,1,14.0,80.0,2.0,14.0,300.0,99.0
2014-05-02,1,13.0,92.0,2.0,15.0,300.0,95.0
2014-05-02,1,9.0,20.0,2.0,16.0,300.0,91.0
